Middle Age(30~44),Senior Adult(45~64),Senior Citizens(65+),Young Adult(18~29)
"{'Feature1': 'Veggies', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.006469838170776343, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0064425153549407255, 'Difference': 2.7322815835617575e-05}","{'Feature1': 'Veggies', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.008893938135831836, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.009170410351432068, 'Difference': -0.00027647221560023194}","{'Feature1': 'Veggies', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.004936789565177291, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.005047139417392987, 'Difference': -0.00011034985221569649}","{'Feature1': 'Veggies', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0031945408002991005, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0029658239938610276, 'Difference': 0.0002287168064380729}"
"{'Feature1': 'Veggies', 'Feature2': 'GenHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.04193599485047578, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.04251270851680028, 'Difference': -0.000576713666324502}","{'Feature1': 'Veggies', 'Feature2': 'GenHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.08702036269521385, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.08977591797588658, 'Difference': -0.002755555280672728}","{'Feature1': 'Veggies', 'Feature2': 'GenHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.07433188052339279, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.07593652923408234, 'Difference': -0.001604648710689549}","{'Feature1': 'Veggies', 'Feature2': 'GenHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.01587809428552564, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01493842988045918, 'Difference': 0.0009396644050664593}"
"{'Feature1': 'Veggies', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.012512270142827464, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.011217247537347375, 'Difference': 0.0012950226054800895}","{'Feature1': 'Veggies', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0181566993465353, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.018062613852244835, 'Difference': 9.408549429046342e-05}","{'Feature1': 'Veggies', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.010156123551192664, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.009405997952972367, 'Difference': 0.000750125598220297}","{'Feature1': 'Veggies', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.010102225979045726, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0074655876089087525, 'Difference': 0.0026366383701369733}"
"{'Feature1': 'Veggies', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.022469104718877586, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.020921212271798384, 'Difference': 0.0015478924470792021}","{'Feature1': 'Veggies', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.04010330655000416, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.04030012586881515, 'Difference': -0.00019681931881099235}","{'Feature1': 'Veggies', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.028257440688771895, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.027712114035840507, 'Difference': 0.0005453266529313883}","{'Feature1': 'Veggies', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.015245854156016952, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.012714358559840433, 'Difference': 0.0025314955961765195}"
"{'Feature1': 'Veggies', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.017007405213203042, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.017331929753726494, 'Difference': -0.00032452454052345203}","{'Feature1': 'Veggies', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.04294170132614539, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.04460772124488277, 'Difference': -0.0016660199187373825}","{'Feature1': 'Veggies', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.03073602453520441, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.031551510319966836, 'Difference': -0.0008154857847624264}","{'Feature1': 'Veggies', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.004931119806156875, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0046902247641230355, 'Difference': 0.0002408950420338396}"
"{'Feature1': 'Veggies', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.002084106056282564, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.001686155879473683, 'Difference': 0.0003979501768088811}","{'Feature1': 'Veggies', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.006595563409432681, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.006420371931921021, 'Difference': 0.0001751914775116603}","{'Feature1': 'Veggies', 'Feature2': 'Sex', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.013007191772335114, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.013246361813559648, 'Difference': -0.00023917004122453456}","{'Feature1': 'Veggies', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.002015613432322122, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0018387126869264248, 'Difference': 0.00017690074539569722}"
"{'Feature1': 'Veggies', 'Feature2': 'Education', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.009110937604228153, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.00929192690673536, 'Difference': -0.00018098930250720624}","{'Feature1': 'Veggies', 'Feature2': 'Education', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.01738477951429951, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.018978856058744054, 'Difference': -0.0015940765444445448}","{'Feature1': 'Veggies', 'Feature2': 'Education', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.011374009002733443, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.012170832725383551, 'Difference': -0.0007968237226501085}","{'Feature1': 'Veggies', 'Feature2': 'Education', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.004476509781690091, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.003913805642581647, 'Difference': 0.0005627041391084442}"
"{'Feature1': 'Veggies', 'Feature2': 'Income', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.017674462199231467, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01796005582102006, 'Difference': -0.0002855936217885935}","{'Feature1': 'Veggies', 'Feature2': 'Income', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.03524262873933137, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.037655226260016494, 'Difference': -0.0024125975206851225}","{'Feature1': 'Veggies', 'Feature2': 'Income', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.0154630279593031, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.016485352418951216, 'Difference': -0.0010223244596481162}","{'Feature1': 'Veggies', 'Feature2': 'Income', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.007176118708389828, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.005832302805083123, 'Difference': 0.0013438159033067054}"
"{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'AnyHealthcare', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0008935715012642897, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0006888768485648344, 'Difference': 0.0002046946526994553}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'AnyHealthcare', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.002492730556349798, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0024217136124909944, 'Difference': 7.101694385880375e-05}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'AnyHealthcare', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0031123430782575845, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0030614708389029577, 'Difference': 5.0872239354626814e-05}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'AnyHealthcare', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0012065293973478608, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0007827753799925508, 'Difference': 0.00042375401735531004}"
"{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.005419080623796868, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.005333160462054121, 'Difference': 8.592016174274741e-05}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.00784691805193305, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.007840553672470496, 'Difference': 6.364379462553416e-06}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.005316944956609726, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.005325702115298814, 'Difference': -8.757158689087774e-06}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.002498760967065, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0023511632240952873, 'Difference': 0.00014759774296971284}"
"{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'GenHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.04190992390845699, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.041403353623913675, 'Difference': 0.0005065702845433173}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'GenHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.08798121854842778, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.088446061296925, 'Difference': -0.0004648427484972295}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'GenHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.07523421839554034, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.07621509193198817, 'Difference': -0.0009808735364478238}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'GenHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.014877212491624076, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01432376911069344, 'Difference': 0.0005534433809306349}"
"{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.01101576464313031, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01010789264446077, 'Difference': 0.0009078719986695405}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.01769751781702944, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.016732757173283264, 'Difference': 0.0009647606437461764}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.010718150454096742, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.009684560650878193, 'Difference': 0.0010335898032185487}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.008466421920673567, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.006850926839143012, 'Difference': 0.0016154950815305547}"
"{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.020885458077262553, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01981185737891178, 'Difference': 0.001073600698350774}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.03936537304521537, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.03897026918985358, 'Difference': 0.00039510385536178916}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0283440232806782, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.027990676733746334, 'Difference': 0.0003533465469318653}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.013624443985448015, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.012099697790074693, 'Difference': 0.0015247461953733221}"
"{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.016430453418806834, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01622257486083989, 'Difference': 0.0002078785579669451}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.04284087762510225, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0432778645659212, 'Difference': -0.00043698694081895084}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.03140261215769091, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.03183007301787266, 'Difference': -0.0004274608601817498}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0041711756555708746, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.004075563994357295, 'Difference': 9.561166121357934e-05}"
"{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0007169235365888649, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0005768009865870782, 'Difference': 0.00014012255000178664}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.005377853112347397, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.005090515252959449, 'Difference': 0.0002873378593879483}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.013887986331983404, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.013524924511465475, 'Difference': 0.00036306182051792923}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0013429441053897928, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0012240519171606845, 'Difference': 0.0001188921882291083}"
"{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'Education', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.008618089906709148, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.008182572013848755, 'Difference': 0.0004355178928603931}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'Education', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.017764296448278816, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.017648999379782482, 'Difference': 0.00011529706849633392}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'Education', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.012069352065529726, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.012449395423289378, 'Difference': -0.0003800433577596518}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'Education', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0036757168874035073, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0032991448728159067, 'Difference': 0.0003765720145876006}"
"{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'Income', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.01737235043752222, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.016850700928133455, 'Difference': 0.0005216495093887663}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'Income', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.03612628496861914, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.03632536958105492, 'Difference': -0.0001990846124357848}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'Income', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.01627917353510555, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.016763915116857042, 'Difference': -0.00048474158175149107}","{'Feature1': 'HvyAlcoholConsump', 'Feature2': 'Income', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.005911355185872685, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0052176420353173825, 'Difference': 0.0006937131505553029}"
"{'Feature1': 'AnyHealthcare', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.005492502996317261, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.005832679343160951, 'Difference': -0.00034017634684369025}","{'Feature1': 'AnyHealthcare', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.005778106726957777, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.00597881674756251, 'Difference': -0.00020071002060473297}","{'Feature1': 'AnyHealthcare', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.002519029038604126, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0025255656055620523, 'Difference': -6.536566957926482e-06}","{'Feature1': 'AnyHealthcare', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0028802523555268855, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0026184790975393724, 'Difference': 0.00026177325798751316}"
"{'Feature1': 'AnyHealthcare', 'Feature2': 'GenHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.042121033645098505, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.041902872505020505, 'Difference': 0.00021816114007799925}","{'Feature1': 'AnyHealthcare', 'Feature2': 'GenHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0866183995947668, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.08658432437201702, 'Difference': 3.407522274978536e-05}","{'Feature1': 'AnyHealthcare', 'Feature2': 'GenHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.07350216064995618, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0734149554222514, 'Difference': 8.720522770477857e-05}","{'Feature1': 'AnyHealthcare', 'Feature2': 'GenHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.015130000411588601, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.014591084984137526, 'Difference': 0.0005389154274510755}"
"{'Feature1': 'AnyHealthcare', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.011404441548074684, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0106074115255676, 'Difference': 0.0007970300225070837}","{'Feature1': 'AnyHealthcare', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.015583100327217214, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.014871020248375277, 'Difference': 0.0007120800788419368}","{'Feature1': 'AnyHealthcare', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.007455579693610659, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.006884424141141432, 'Difference': 0.0005711555524692269}","{'Feature1': 'AnyHealthcare', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.008645692391943544, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.007118242712587097, 'Difference': 0.0015274496793564463}"
"{'Feature1': 'AnyHealthcare', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.02165937854234884, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.02031137626001861, 'Difference': 0.0013480022823302296}","{'Feature1': 'AnyHealthcare', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.03784726340175448, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.03710853226494559, 'Difference': 0.00073873113680889}","{'Feature1': 'AnyHealthcare', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.025841584707783527, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.025190540224009572, 'Difference': 0.0006510444837739549}","{'Feature1': 'AnyHealthcare', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.014213183378169986, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.012367013663518778, 'Difference': 0.001846169714651208}"
"{'Feature1': 'AnyHealthcare', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.016837356545482185, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01672209374194672, 'Difference': 0.00011526280353546525}","{'Feature1': 'AnyHealthcare', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.04139807709028542, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.04141612764101321, 'Difference': -1.8050550727788384e-05}","{'Feature1': 'AnyHealthcare', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.02901588615941386, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0290299365081359, 'Difference': -1.4050348722038919e-05}","{'Feature1': 'AnyHealthcare', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.004527921895673831, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.00434287986780138, 'Difference': 0.00018504202787245072}"
"{'Feature1': 'AnyHealthcare', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0012191713161449624, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.001076319867693909, 'Difference': 0.00014285144845105346}","{'Feature1': 'AnyHealthcare', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.003334799634219343, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0032287783280514626, 'Difference': 0.00010602130616788052}","{'Feature1': 'AnyHealthcare', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.010757217488724047, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.010724788001728713, 'Difference': 3.2429486995333434e-05}","{'Feature1': 'AnyHealthcare', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0018140515016924208, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0014913677906047695, 'Difference': 0.00032268371108765126}"
"{'Feature1': 'AnyHealthcare', 'Feature2': 'Education', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.008787192541638456, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.008682090894955585, 'Difference': 0.00010510164668287025}","{'Feature1': 'AnyHealthcare', 'Feature2': 'Education', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.015964291699573585, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.015787262454874496, 'Difference': 0.00017702924469908954}","{'Feature1': 'AnyHealthcare', 'Feature2': 'Education', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.009789760576537354, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.009649258913552616, 'Difference': 0.00014050166298473776}","{'Feature1': 'AnyHealthcare', 'Feature2': 'Education', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0047275886755977214, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0035664607462599918, 'Difference': 0.0011611279293377297}"
"{'Feature1': 'AnyHealthcare', 'Feature2': 'Income', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.017731633492836518, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.017350219809240286, 'Difference': 0.0003814136835962323}","{'Feature1': 'AnyHealthcare', 'Feature2': 'Income', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.03508289366237782, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.034463632656146936, 'Difference': 0.0006192610062308868}","{'Feature1': 'AnyHealthcare', 'Feature2': 'Income', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.014216358613887925, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01396377860712028, 'Difference': 0.00025258000676764425}","{'Feature1': 'AnyHealthcare', 'Feature2': 'Income', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.006666193829447414, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0054849579087614675, 'Difference': 0.0011812359206859468}"
